ACCOUNT:276966 BALANCE:2195.13
ACCOUNT:985565 BALANCE:2680.62
ACCOUNT:555197 BALANCE:7743.22
ACCOUNT:132639 BALANCE:8954.86
ACCOUNT:533085 BALANCE:4256.40
ACCOUNT:501067 BALANCE:6748.87
ACCOUNT:877608 BALANCE:3197.27
ACCOUNT:124248 BALANCE:6087.42
ACCOUNT:661591 BALANCE:9121.61
ACCOUNT:643722 BALANCE:3668.81
ACCOUNT:530260 BALANCE:2943.49
ACCOUNT:574438 BALANCE:6684.52
ACCOUNT:243696 BALANCE:465.37
ACCOUNT:597370 BALANCE:2500.33
ACCOUNT:151715 BALANCE:9951.14
ACCOUNT:116752 BALANCE:5268.10
ACCOUNT:638323 BALANCE:5844.01
ACCOUNT:138630 BALANCE:4099.44
ACCOUNT:428114 BALANCE:1282.54
ACCOUNT:931709 BALANCE:5492.56
ACCOUNT:535958 BALANCE:3321.77
ACCOUNT:905014 BALANCE:9651.56
ACCOUNT:408398 BALANCE:9755.78
ACCOUNT:851608 BALANCE:6521.92
ACCOUNT:339881 BALANCE:3633.86
ACCOUNT:389645 BALANCE:8050.37
ACCOUNT:424476 BALANCE:7096.61
ACCOUNT:666052 BALANCE:4700.23
ACCOUNT:717826 BALANCE:1464.83
ACCOUNT:156066 BALANCE:8116.98
ACCOUNT:218906 BALANCE:388.38
ACCOUNT:662663 BALANCE:9438.50
ACCOUNT:367961 BALANCE:6626.86
ACCOUNT:909689 BALANCE:9733.04
ACCOUNT:770512 BALANCE:123.99
ACCOUNT:779429 BALANCE:3518.37
ACCOUNT:639365 BALANCE:5646.32
ACCOUNT:377708 BALANCE:2139.70
ACCOUNT:511660 BALANCE:9431.48
ACCOUNT:827518 BALANCE:8261.19
ACCOUNT:352177 BALANCE:2945.30
ACCOUNT:116725 BALANCE:6497.50
ACCOUNT:941382 BALANCE:1092.62
ACCOUNT:651149 BALANCE:2178.39
ACCOUNT:479890 BALANCE:2917.23
ACCOUNT:692366 BALANCE:599.42
ACCOUNT:253835 BALANCE:4445.80
ACCOUNT:855276 BALANCE:8232.04
ACCOUNT:835864 BALANCE:9315.24
ACCOUNT:734267 BALANCE:1829.68
ACCOUNT:730885 BALANCE:2691.49
ACCOUNT:610856 BALANCE:9935.74
ACCOUNT:418774 BALANCE:3535.50
ACCOUNT:401179 BALANCE:6192.28
ACCOUNT:300409 BALANCE:5187.57
ACCOUNT:497203 BALANCE:9479.24
ACCOUNT:318489 BALANCE:9610.63
ACCOUNT:979707 BALANCE:3158.71
ACCOUNT:956490 BALANCE:7822.93
ACCOUNT:767273 BALANCE:8076.26
ACCOUNT:254972 BALANCE:1566.53
ACCOUNT:863319 BALANCE:6044.34
ACCOUNT:423538 BALANCE:1899.81
ACCOUNT:985706 BALANCE:5320.12
ACCOUNT:535629 BALANCE:2834.25
ACCOUNT:616770 BALANCE:3245.60
ACCOUNT:749586 BALANCE:4611.08
ACCOUNT:121722 BALANCE:1988.83
ACCOUNT:636254 BALANCE:7299.65
ACCOUNT:565695 BALANCE:367.00
ACCOUNT:944958 BALANCE:3536.94
ACCOUNT:815340 BALANCE:790.47
ACCOUNT:195924 BALANCE:4824.86
ACCOUNT:338525 BALANCE:7126.89
ACCOUNT:307204 BALANCE:4063.56
ACCOUNT:144367 BALANCE:8102.94
ACCOUNT:730279 BALANCE:6672.08
ACCOUNT:460264 BALANCE:4265.93
ACCOUNT:523605 BALANCE:5451.03
ACCOUNT:101983 BALANCE:5103.97
ACCOUNT:952851 BALANCE:227.83
ACCOUNT:129672 BALANCE:5284.42
ACCOUNT:581240 BALANCE:693.80
ACCOUNT:882331 BALANCE:9904.62
ACCOUNT:865062 BALANCE:8287.93
ACCOUNT:146936 BALANCE:1200.82
ACCOUNT:600545 BALANCE:1760.08
ACCOUNT:789338 BALANCE:4026.83
ACCOUNT:940948 BALANCE:9375.19
ACCOUNT:555078 BALANCE:8993.61
ACCOUNT:160657 BALANCE:2013.82
ACCOUNT:178095 BALANCE:2441.23
ACCOUNT:777523 BALANCE:5217.17
ACCOUNT:657924 BALANCE:1512.59
ACCOUNT:230801 BALANCE:4515.30
ACCOUNT:238338 BALANCE:7352.44
ACCOUNT:281278 BALANCE:8505.56
ACCOUNT:111865 BALANCE:2586.18
ACCOUNT:240615 BALANCE:5529.00
ACCOUNT:350958 BALANCE:4295.47
ACCOUNT:891734 BALANCE:1035.22
ACCOUNT:795506 BALANCE:1891.52
ACCOUNT:727608 BALANCE:9128.43
ACCOUNT:889406 BALANCE:8565.17
ACCOUNT:903238 BALANCE:1390.71
ACCOUNT:107820 BALANCE:6794.95
ACCOUNT:351471 BALANCE:9002.67
ACCOUNT:892557 BALANCE:5994.88
ACCOUNT:564088 BALANCE:5109.72
ACCOUNT:410824 BALANCE:8263.64
ACCOUNT:922138 BALANCE:9979.03
ACCOUNT:555907 BALANCE:7390.65
ACCOUNT:364884 BALANCE:720.53
ACCOUNT:383857 BALANCE:6496.59
ACCOUNT:423713 BALANCE:4673.38
ACCOUNT:789838 BALANCE:332.65
ACCOUNT:760349 BALANCE:5991.59
ACCOUNT:473387 BALANCE:8989.17
ACCOUNT:614636 BALANCE:457.38
ACCOUNT:287219 BALANCE:9665.82
ACCOUNT:911536 BALANCE:1826.48
ACCOUNT:443810 BALANCE:4081.13
ACCOUNT:317198 BALANCE:6221.02
ACCOUNT:395360 BALANCE:6060.40
ACCOUNT:440208 BALANCE:4166.05
ACCOUNT:120292 BALANCE:1686.79
ACCOUNT:372220 BALANCE:9905.10
ACCOUNT:952094 BALANCE:3642.31
ACCOUNT:111645 BALANCE:1364.19
ACCOUNT:821607 BALANCE:420.14
ACCOUNT:389321 BALANCE:6757.74
ACCOUNT:879135 BALANCE:4246.43
ACCOUNT:963744 BALANCE:1316.74
ACCOUNT:601780 BALANCE:4508.73
ACCOUNT:735718 BALANCE:7251.35
ACCOUNT:162172 BALANCE:9880.23
ACCOUNT:472486 BALANCE:4137.28
ACCOUNT:620540 BALANCE:7646.31
ACCOUNT:831705 BALANCE:7568.86
ACCOUNT:162382 BALANCE:7771.96
ACCOUNT:400278 BALANCE:3623.86
ACCOUNT:481502 BALANCE:8908.92
ACCOUNT:869508 BALANCE:4982.66
ACCOUNT:178954 BALANCE:2312.92
ACCOUNT:119504 BALANCE:9229.08
ACCOUNT:366424 BALANCE:896.62
ACCOUNT:228111 BALANCE:6511.63
ACCOUNT:689680 BALANCE:7636.06
ACCOUNT:647998 BALANCE:8499.01
ACCOUNT:893029 BALANCE:2600.81
ACCOUNT:683162 BALANCE:5902.14
ACCOUNT:434957 BALANCE:8599.39
ACCOUNT:685875 BALANCE:8324.11
ACCOUNT:672326 BALANCE:3310.75
ACCOUNT:768570 BALANCE:9817.41
ACCOUNT:265260 BALANCE:9915.63
ACCOUNT:997846 BALANCE:4457.16
ACCOUNT:630142 BALANCE:2150.92
ACCOUNT:514560 BALANCE:7709.32
ACCOUNT:692791 BALANCE:6090.74
ACCOUNT:787993 BALANCE:7363.19
ACCOUNT:358340 BALANCE:4261.56
ACCOUNT:270788 BALANCE:586.01
ACCOUNT:958504 BALANCE:6925.55
ACCOUNT:683078 BALANCE:3429.50
ACCOUNT:689636 BALANCE:5806.88
ACCOUNT:229776 BALANCE:9392.01
ACCOUNT:291194 BALANCE:8104.89
ACCOUNT:343075 BALANCE:4944.52
ACCOUNT:282620 BALANCE:7530.66
ACCOUNT:337646 BALANCE:8002.40
ACCOUNT:383516 BALANCE:6994.84
ACCOUNT:422847 BALANCE:9811.68
ACCOUNT:963812 BALANCE:947.49
ACCOUNT:727140 BALANCE:4295.05
ACCOUNT:372308 BALANCE:8785.64
ACCOUNT:245720 BALANCE:3223.20
ACCOUNT:187119 BALANCE:2931.78
ACCOUNT:525595 BALANCE:8751.47
ACCOUNT:679274 BALANCE:1205.71
ACCOUNT:675100 BALANCE:9849.08
ACCOUNT:863609 BALANCE:3319.15
ACCOUNT:129870 BALANCE:8195.62
ACCOUNT:166915 BALANCE:6584.17
ACCOUNT:724748 BALANCE:8039.56
ACCOUNT:768681 BALANCE:1523.29
ACCOUNT:713752 BALANCE:9865.91
ACCOUNT:862253 BALANCE:7254.76
ACCOUNT:678872 BALANCE:7973.38
ACCOUNT:257402 BALANCE:2058.47
ACCOUNT:399441 BALANCE:3039.96
ACCOUNT:654180 BALANCE:7890.80
ACCOUNT:350899 BALANCE:5403.99
ACCOUNT:985801 BALANCE:8915.34
ACCOUNT:984498 BALANCE:7544.41
ACCOUNT:987791 BALANCE:8948.61
ACCOUNT:527421 BALANCE:9845.90
ACCOUNT:905826 BALANCE:1640.34
ACCOUNT:864467 BALANCE:817.48
ACCOUNT:830667 BALANCE:479.47
ACCOUNT:115524 BALANCE:4924.07
ACCOUNT:360782 BALANCE:2990.59
ACCOUNT:470432 BALANCE:6812.27
ACCOUNT:614137 BALANCE:8359.94
ACCOUNT:247158 BALANCE:8687.18
ACCOUNT:516474 BALANCE:4154.87
ACCOUNT:646371 BALANCE:3641.05
ACCOUNT:147420 BALANCE:882.78
ACCOUNT:993427 BALANCE:7128.46
ACCOUNT:833647 BALANCE:9878.50
ACCOUNT:236055 BALANCE:7404.19
ACCOUNT:494057 BALANCE:9540.43
ACCOUNT:118465 BALANCE:1215.60
ACCOUNT:808928 BALANCE:262.96
ACCOUNT:446580 BALANCE:5120.98
ACCOUNT:883328 BALANCE:1105.42
ACCOUNT:922036 BALANCE:3787.12
ACCOUNT:571599 BALANCE:5046.91
ACCOUNT:368518 BALANCE:2549.06
ACCOUNT:253855 BALANCE:7224.44
ACCOUNT:481656 BALANCE:8707.03
ACCOUNT:811305 BALANCE:5716.21
ACCOUNT:693974 BALANCE:1337.25
ACCOUNT:263506 BALANCE:2504.48
ACCOUNT:338463 BALANCE:7351.54
ACCOUNT:701566 BALANCE:1848.97
ACCOUNT:272653 BALANCE:9137.87
ACCOUNT:620661 BALANCE:8133.09
ACCOUNT:122781 BALANCE:4731.71
ACCOUNT:671277 BALANCE:7096.37
ACCOUNT:496368 BALANCE:9307.66
ACCOUNT:825644 BALANCE:4352.95
ACCOUNT:258919 BALANCE:2507.68
ACCOUNT:774291 BALANCE:1426.44
ACCOUNT:279019 BALANCE:1724.17
ACCOUNT:420539 BALANCE:1526.89
ACCOUNT:821270 BALANCE:8297.28
ACCOUNT:786510 BALANCE:9270.25
ACCOUNT:187004 BALANCE:9427.56
ACCOUNT:976026 BALANCE:8038.33
ACCOUNT:104066 BALANCE:3893.40
ACCOUNT:859732 BALANCE:2798.54
ACCOUNT:994639 BALANCE:3753.41
ACCOUNT:107409 BALANCE:2805.98
ACCOUNT:884228 BALANCE:1927.58
ACCOUNT:457500 BALANCE:2205.36
ACCOUNT:250763 BALANCE:5128.04
ACCOUNT:723782 BALANCE:9290.44
ACCOUNT:603381 BALANCE:5838.24
ACCOUNT:498605 BALANCE:3830.41
ACCOUNT:666654 BALANCE:3197.88
ACCOUNT:603381 BALANCE:5093.36
ACCOUNT:772730 BALANCE:2347.83
ACCOUNT:979362 BALANCE:8586.15
ACCOUNT:616791 BALANCE:1552.67
ACCOUNT:185561 BALANCE:2295.34
ACCOUNT:354729 BALANCE:9957.25
ACCOUNT:104047 BALANCE:2480.96
ACCOUNT:291041 BALANCE:6257.14
ACCOUNT:759334 BALANCE:309.20
ACCOUNT:282975 BALANCE:5874.46
ACCOUNT:209944 BALANCE:9485.24
ACCOUNT:843841 BALANCE:4982.08
ACCOUNT:903512 BALANCE:3559.96
ACCOUNT:264948 BALANCE:1938.44
ACCOUNT:526550 BALANCE:9030.93
ACCOUNT:152359 BALANCE:312.33
ACCOUNT:220921 BALANCE:6829.63
ACCOUNT:328618 BALANCE:6438.50
ACCOUNT:713237 BALANCE:639.83
ACCOUNT:914417 BALANCE:7985.61
ACCOUNT:139804 BALANCE:3751.39
ACCOUNT:716880 BALANCE:4309.19
ACCOUNT:680298 BALANCE:5552.06
ACCOUNT:392750 BALANCE:1055.71
ACCOUNT:615234 BALANCE:6948.99
ACCOUNT:663858 BALANCE:6768.34
ACCOUNT:549127 BALANCE:9541.61
ACCOUNT:903896 BALANCE:5685.26
ACCOUNT:864692 BALANCE:2372.54
ACCOUNT:748414 BALANCE:1467.23
ACCOUNT:231274 BALANCE:8905.67
ACCOUNT:474592 BALANCE:7358.31
ACCOUNT:244215 BALANCE:5203.14
ACCOUNT:547306 BALANCE:2163.38
ACCOUNT:706058 BALANCE:4432.94
ACCOUNT:439700 BALANCE:7771.46
ACCOUNT:938010 BALANCE:768.06
ACCOUNT:671123 BALANCE:5916.92
ACCOUNT:634787 BALANCE:1969.60
ACCOUNT:779940 BALANCE:7566.18
ACCOUNT:226311 BALANCE:5803.76
ACCOUNT:234335 BALANCE:6133.19
ACCOUNT:557438 BALANCE:4902.94
ACCOUNT:578616 BALANCE:4898.29
ACCOUNT:632028 BALANCE:5390.65
ACCOUNT:107718 BALANCE:7026.20
ACCOUNT:700809 BALANCE:9026.51
ACCOUNT:397923 BALANCE:2247.36
ACCOUNT:488144 BALANCE:8707.59
ACCOUNT:826157 BALANCE:527.76
ACCOUNT:398555 BALANCE:8149.58
ACCOUNT:542538 BALANCE:9976.71
ACCOUNT:180124 BALANCE:3014.17
ACCOUNT:946980 BALANCE:683.24
ACCOUNT:495076 BALANCE:5427.73
ACCOUNT:411990 BALANCE:925.02
ACCOUNT:972664 BALANCE:3338.36
ACCOUNT:575821 BALANCE:1480.67
ACCOUNT:915646 BALANCE:9225.98
ACCOUNT:560184 BALANCE:1032.17
ACCOUNT:683602 BALANCE:5607.81
ACCOUNT:751922 BALANCE:5255.74
ACCOUNT:466644 BALANCE:6682.98
ACCOUNT:841795 BALANCE:885.47
ACCOUNT:254200 BALANCE:319.63
ACCOUNT:606633 BALANCE:3740.46
ACCOUNT:437792 BALANCE:2388.88
ACCOUNT:324014 BALANCE:1685.61
ACCOUNT:977840 BALANCE:3460.23
ACCOUNT:587995 BALANCE:3561.27
ACCOUNT:454042 BALANCE:7130.20
ACCOUNT:375798 BALANCE:9061.37
ACCOUNT:811648 BALANCE:5045.41
ACCOUNT:178215 BALANCE:8829.05
ACCOUNT:216480 BALANCE:1598.58
ACCOUNT:208193 BALANCE:1103.88
ACCOUNT:790821 BALANCE:127.00
ACCOUNT:186967 BALANCE:708.42
ACCOUNT:484049 BALANCE:6481.26
ACCOUNT:638386 BALANCE:4514.87
ACCOUNT:919146 BALANCE:8754.99
ACCOUNT:324021 BALANCE:2211.94
ACCOUNT:443187 BALANCE:8385.55
ACCOUNT:329821 BALANCE:5001.41
ACCOUNT:225976 BALANCE:6378.15
ACCOUNT:717005 BALANCE:6247.58
ACCOUNT:315607 BALANCE:866.74
ACCOUNT:863909 BALANCE:3660.72
ACCOUNT:673095 BALANCE:5342.03
ACCOUNT:747866 BALANCE:1409.72
ACCOUNT:108221 BALANCE:3724.20
ACCOUNT:516156 BALANCE:4035.76
ACCOUNT:800670 BALANCE:2356.68
ACCOUNT:294469 BALANCE:2281.90
ACCOUNT:658392 BALANCE:5514.95
ACCOUNT:347478 BALANCE:8430.99
ACCOUNT:630307 BALANCE:3853.21
ACCOUNT:627541 BALANCE:4138.41
ACCOUNT:664202 BALANCE:7775.62
ACCOUNT:943113 BALANCE:546.87
ACCOUNT:391553 BALANCE:6444.01
ACCOUNT:405600 BALANCE:3059.08
ACCOUNT:516124 BALANCE:2474.60
ACCOUNT:742614 BALANCE:9849.70
ACCOUNT:927402 BALANCE:2421.05
ACCOUNT:259300 BALANCE:2875.61
ACCOUNT:951121 BALANCE:7982.38
ACCOUNT:775838 BALANCE:1874.84
ACCOUNT:508656 BALANCE:1754.29
ACCOUNT:738183 BALANCE:5223.77
ACCOUNT:815326 BALANCE:3930.68
ACCOUNT:590654 BALANCE:6314.10
